Case_ID,Department,Region,Priority,Channel,Customer_Type,Created_Date,Closed_Date,SLA_Days,Resolution_Hours,Status,SLA_Breach,Agent_ID,Reopen_Flag,Customer_Rating
CASE-104953,Onboarding,East,High,Email,Retail,2024-01-15,2024-01-16 22:00:00,5,46,Closed,0.0,AGT-191,0,4.0
CASE-104954,Claims Processing,South,Low,Chat,Retail,2023-11-05,2023-11-07 03:00:00,7,51,Closed,0.0,AGT-282,0,1.0
CASE-104955,Claims Processing,North,Medium,Portal,Corporate,2024-09-22,2024-09-23 06:00:00,5,30,Closed,0.0,AGT-176,0,4.0
CASE-104956,Customer Support,Central,Low,Chat,Retail,2023-09-25,2023-09-27 14:00:00,10,62,Closed,0.0,AGT-107,0,3.0
CASE-104957,Customer Support,East,Medium,Email,SME,2023-03-05,2023-03-07 01:00:00,5,49,Closed,0.0,AGT-276,0,2.0
CASE-104958,Claims Processing,Central,Medium,Phone,Corporate,2023-12-16,2023-12-17 10:00:00,3,34,Closed,0.0,AGT-271,1,5.0
CASE-104959,Onboarding,East,Critical,Email,SME,2024-05-08,2024-05-09 20:00:00,5,44,Closed,0.0,AGT-180,0,4.0
CASE-104960,Customer Support,South,High,Phone,Retail,2024-06-06,2024-06-09 05:00:00,10,77,Closed,0.0,AGT-187,0,3.0
CASE-104961,Customer Support,East,Medium,Phone,Corporate,2023-04-08,2023-04-10 02:00:00,5,50,Closed,0.0,AGT-253,0,5.0
CASE-104962,Claims Processing,North,Low,Email,SME,2023-03-12,2023-03-14 08:00:00,5,56,Closed,0.0,AGT-136,0,2.0
CASE-104963,Onboarding,South,Critical,Chat,Retail,2023-12-30,2023-12-31 06:00:00,5,30,Closed,0.0,AGT-235,0,4.0
CASE-104964,Billing,East,Critical,Email,Retail,2024-07-23,,3,5,In Progress,,AGT-197,1,
CASE-104965,Billing,South,Medium,Email,Retail,2023-10-03,2023-10-03 11:00:00,3,11,Closed,0.0,AGT-104,0,4.0
CASE-104966,Claims Processing,West,Low,Email,SME,2023-02-19,2023-02-20 08:00:00,5,32,Closed,0.0,AGT-238,1,3.0
CASE-104967,Onboarding,North,Low,Portal,Retail,2023-12-24,2023-12-27 02:00:00,7,74,Closed,0.0,AGT-104,0,5.0
CASE-104968,Onboarding,West,Low,Portal,SME,2024-12-28,,7,51,Pending Customer,,AGT-115,0,
CASE-104969,Customer Support,Central,Low,Chat,Retail,2024-07-17,,10,60,In Progress,,AGT-199,0,
CASE-104970,Claims Processing,West,High,Email,SME,2024-04-29,2024-05-03 07:00:00,10,103,Closed,0.0,AGT-132,0,3.0
CASE-104971,Billing,Central,Medium,Chat,Retail,2023-03-25,2023-03-27 01:00:00,5,49,Closed,0.0,AGT-107,0,3.0
CASE-104972,Customer Support,West,Medium,Chat,Corporate,2024-09-29,2024-09-29 12:00:00,7,12,Closed,0.0,AGT-291,0,3.0
CASE-104973,Claims Processing,West,Medium,Portal,SME,2024-08-06,2024-08-06 13:00:00,3,13,Closed,0.0,AGT-279,0,3.0
CASE-104974,Customer Support,East,High,Chat,Corporate,2023-10-23,2023-10-23 16:00:00,3,16,Closed,0.0,AGT-103,0,5.0
CASE-104975,Claims Processing,South,Critical,Portal,Corporate,2023-08-24,2023-08-25 07:00:00,3,31,Closed,0.0,AGT-103,0,5.0
CASE-104976,Customer Support,Central,Medium,Chat,SME,2023-02-25,2023-02-26 03:00:00,5,27,Closed,0.0,AGT-210,0,4.0
CASE-104977,Customer Support,West,Medium,Portal,Retail,2023-12-26,2023-12-27 04:00:00,3,28,Closed,0.0,AGT-235,0,3.0
CASE-104978,Onboarding,Central,Medium,Portal,Retail,2023-04-20,2023-04-21 12:00:00,5,36,Closed,0.0,AGT-255,0,4.0
CASE-104979,Policy Update,Central,Low,Chat,Retail,2023-07-11,2023-07-13 00:00:00,7,48,Closed,0.0,AGT-179,0,4.0
CASE-104980,Claims Processing,West,Medium,Phone,Retail,2023-04-03,2023-04-04 20:00:00,5,44,Closed,0.0,AGT-187,1,5.0
CASE-104981,Onboarding,North,Low,Email,Corporate,2024-07-21,2024-07-22 07:00:00,5,31,Closed,0.0,AGT-139,0,2.0
CASE-104982,Claims Processing,North,Medium,Portal,SME,2023-03-01,2023-03-02 12:00:00,5,36,Closed,0.0,AGT-251,0,3.0
CASE-104983,Onboarding,North,Low,Phone,SME,2024-10-11,2024-10-11 21:00:00,3,21,Closed,0.0,AGT-103,0,4.0
CASE-104984,Billing,North,Critical,Phone,SME,2023-02-08,2023-02-09 15:00:00,3,39,Closed,0.0,AGT-228,0,4.0
CASE-104985,Onboarding,North,High,Chat,Retail,2024-06-23,2024-06-23 09:00:00,3,9,Closed,0.0,AGT-261,0,4.0
CASE-104986,Billing,South,Low,Portal,SME,2023-02-18,2023-02-18 18:00:00,3,18,Closed,0.0,AGT-129,0,4.0
CASE-104987,Billing,South,Critical,Email,SME,2024-02-24,2024-02-27 02:00:00,7,74,Closed,0.0,AGT-236,0,5.0
CASE-104988,Customer Support,West,High,Phone,Retail,2024-09-28,2024-09-30 23:00:00,7,71,Closed,0.0,AGT-239,0,5.0
CASE-104989,Policy Update,South,Critical,Chat,Retail,2023-01-13,2023-01-14 19:00:00,5,43,Closed,0.0,AGT-179,0,3.0
CASE-104990,Claims Processing,South,Medium,Email,Retail,2023-02-05,2023-02-06 02:00:00,5,26,Closed,0.0,AGT-186,1,1.0
CASE-104991,Billing,Central,Critical,Portal,Retail,2023-04-11,2023-04-16 06:00:00,10,126,Closed,0.0,AGT-179,0,5.0
CASE-104992,Claims Processing,West,Medium,Chat,SME,2023-03-27,2023-03-27 19:00:00,3,19,Closed,0.0,AGT-256,0,4.0
CASE-104993,Customer Support,East,Low,Phone,Retail,2024-05-30,2024-05-31 00:00:00,3,24,Closed,0.0,AGT-189,0,2.0
CASE-104994,Policy Update,West,Low,Phone,Retail,2023-08-11,,5,36,In Progress,,AGT-268,0,
CASE-104995,Customer Support,South,Medium,Email,Retail,2023-12-04,2023-12-05 17:00:00,7,41,Closed,0.0,AGT-131,0,4.0
CASE-104996,Policy Update,Central,Medium,Chat,Corporate,2023-06-15,2023-06-17 00:00:00,5,48,Closed,0.0,AGT-207,0,1.0
CASE-104997,Billing,South,High,Chat,Retail,2024-01-18,2024-01-20 00:00:00,7,48,Closed,0.0,AGT-253,0,5.0
CASE-104998,Onboarding,East,Low,Email,Retail,2024-01-11,,3,14,Escalated,,AGT-248,0,
CASE-104999,Policy Update,North,High,Chat,Retail,2024-04-15,,5,24,Pending Customer,,AGT-182,0,
CASE-105000,Customer Support,East,Medium,Chat,SME,2024-10-03,2024-10-03 15:00:00,3,15,Closed,0.0,AGT-236,0,3.0
CASE-105001,Claims Processing,South,Medium,Chat,Retail,2023-01-31,2023-02-02 00:00:00,7,48,Closed,0.0,AGT-188,0,3.0
CASE-105002,Billing,South,Medium,Chat,Corporate,2024-01-10,2024-01-12 05:00:00,10,53,Closed,0.0,AGT-104,0,4.0
CASE-105003,Policy Update,East,Critical,Chat,SME,2023-01-11,2023-01-12 02:00:00,5,26,Closed,0.0,AGT-112,0,4.0
CASE-105004,Billing,West,Low,Email,SME,2023-10-29,2023-10-30 06:00:00,3,30,Closed,0.0,AGT-205,0,5.0
CASE-105005,Billing,East,High,Portal,SME,2023-04-06,2023-04-07 08:00:00,5,32,Closed,0.0,AGT-222,0,2.0
CASE-105006,Policy Update,Central,Low,Chat,SME,2023-07-09,2023-07-09 23:00:00,3,23,Closed,0.0,AGT-190,0,3.0
CASE-105007,Claims Processing,Central,High,Chat,SME,2024-03-28,2024-03-29 02:00:00,5,26,Closed,0.0,AGT-113,0,5.0
CASE-105008,Billing,West,High,Chat,Retail,2023-07-11,,5,3,Cancelled,,AGT-107,0,
CASE-105009,Billing,West,Low,Email,Retail,2024-04-30,2024-05-05 20:00:00,15,140,Closed,0.0,AGT-167,0,4.0
CASE-105010,Customer Support,West,High,Phone,Retail,2023-09-23,2023-09-25 12:00:00,5,60,Closed,0.0,AGT-208,0,3.0
CASE-105011,Billing,East,Medium,Email,Retail,2024-02-28,2024-02-29 02:00:00,3,26,Closed,0.0,AGT-257,0,4.0
CASE-105012,Billing,East,Low,Email,Retail,2023-05-08,2023-05-08 21:00:00,3,21,Closed,0.0,AGT-110,0,3.0
CASE-105013,Billing,Central,Medium,Phone,Corporate,2023-08-26,,3,10,Escalated,,AGT-266,0,
CASE-105014,Billing,East,Medium,Email,Retail,2023-12-21,2023-12-21 13:00:00,3,13,Closed,0.0,AGT-172,0,4.0
CASE-105015,Claims Processing,South,Medium,Portal,SME,2023-04-22,2023-04-24 10:00:00,7,58,Closed,0.0,AGT-137,0,5.0
CASE-105016,Onboarding,West,Critical,Phone,Retail,2024-03-21,2024-03-21 18:00:00,3,18,Closed,0.0,AGT-292,0,2.0
CASE-105017,Onboarding,North,Low,Phone,Retail,2023-12-09,2023-12-11 09:00:00,15,57,Closed,0.0,AGT-175,0,5.0
CASE-105018,Onboarding,North,Critical,Chat,Corporate,2023-05-25,2023-05-26 19:00:00,5,43,Closed,0.0,AGT-212,0,3.0
CASE-105019,Billing,West,Medium,Email,Retail,2023-03-06,2023-03-07 08:00:00,5,32,Closed,0.0,AGT-188,0,5.0
CASE-105020,Onboarding,West,Low,Email,Retail,2023-09-04,2023-09-05 17:00:00,5,41,Closed,0.0,AGT-258,0,2.0
CASE-105021,Claims Processing,East,Medium,Portal,SME,2024-05-04,,7,41,Escalated,,AGT-298,0,
CASE-105022,Customer Support,South,High,Phone,Corporate,2024-03-14,2024-03-15 16:00:00,5,40,Closed,0.0,AGT-275,0,2.0
CASE-105023,Policy Update,Central,Medium,Phone,SME,2023-04-16,,5,15,Pending Customer,,AGT-252,0,
CASE-105024,Billing,Central,Medium,Phone,SME,2023-06-30,2023-07-02 09:00:00,5,57,Closed,0.0,AGT-156,1,1.0
CASE-105025,Billing,South,Low,Phone,SME,2023-07-03,2023-07-06 05:00:00,10,77,Closed,0.0,AGT-193,0,3.0
CASE-105026,Billing,East,Medium,Email,Retail,2023-08-14,2023-08-15 21:00:00,5,45,Closed,0.0,AGT-235,0,3.0
CASE-105027,Customer Support,North,Medium,Portal,SME,2023-03-30,2023-03-31 23:00:00,5,47,Closed,0.0,AGT-123,0,2.0
CASE-105028,Customer Support,West,High,Email,SME,2024-11-18,2024-11-19 14:00:00,5,38,Closed,0.0,AGT-245,0,4.0
CASE-105029,Onboarding,East,Medium,Chat,Retail,2024-06-13,2024-06-13 16:00:00,3,16,Closed,0.0,AGT-102,0,4.0
CASE-105030,Policy Update,North,Low,Email,Retail,2024-01-06,2024-01-07 01:00:00,3,25,Closed,0.0,AGT-113,0,3.0
CASE-105031,Claims Processing,East,Medium,Email,Corporate,2024-02-03,2024-02-03 15:00:00,3,15,Closed,0.0,AGT-281,0,1.0
CASE-105032,Policy Update,East,Medium,Phone,Retail,2023-04-16,2023-04-18 02:00:00,7,50,Closed,0.0,AGT-141,0,3.0
CASE-105033,Claims Processing,West,Medium,Chat,SME,2023-09-28,2023-09-30 09:00:00,5,57,Closed,0.0,AGT-128,0,4.0
CASE-105034,Policy Update,East,Low,Portal,Retail,2024-05-17,2024-05-18 19:00:00,7,43,Closed,0.0,AGT-247,0,5.0
CASE-105035,Policy Update,South,Medium,Portal,Retail,2024-11-09,,7,5,Escalated,,AGT-127,1,
CASE-105036,Policy Update,East,Low,Portal,Retail,2024-06-08,2024-06-09 02:00:00,3,26,Closed,0.0,AGT-250,0,4.0
CASE-105037,Customer Support,Central,Critical,Phone,Corporate,2023-02-01,2023-02-02 12:00:00,5,36,Closed,0.0,AGT-184,0,5.0
CASE-105038,Customer Support,West,High,Email,Retail,2024-01-28,,7,12,In Progress,,AGT-122,0,
CASE-105039,Policy Update,South,High,Chat,SME,2023-02-09,2023-02-11 14:00:00,7,62,Closed,0.0,AGT-177,0,3.0
CASE-105040,Billing,South,High,Phone,Retail,2024-10-21,2024-10-22 10:00:00,7,34,Closed,0.0,AGT-221,0,4.0
CASE-105041,Policy Update,Central,Low,Email,Retail,2023-08-06,2023-08-09 12:00:00,7,84,Closed,0.0,AGT-195,0,4.0
CASE-105042,Onboarding,Central,Medium,Portal,Corporate,2023-03-23,2023-03-23 22:00:00,3,22,Closed,0.0,AGT-193,0,3.0
CASE-105043,Onboarding,South,Medium,Portal,Retail,2024-12-20,,7,45,Escalated,,AGT-209,0,
CASE-105044,Billing,North,Low,Email,SME,2023-07-20,,5,8,Escalated,,AGT-229,0,
CASE-105045,Policy Update,Central,Medium,Phone,SME,2024-03-22,2024-03-24 02:00:00,5,50,Closed,0.0,AGT-295,0,4.0
CASE-105046,Billing,South,Medium,Email,Corporate,2024-03-03,2024-03-04 14:00:00,3,38,Closed,0.0,AGT-265,0,1.0
CASE-105047,Customer Support,East,Low,Email,Corporate,2023-02-07,2023-02-11 14:00:00,10,110,Closed,0.0,AGT-230,0,1.0
CASE-105048,Billing,North,High,Phone,Retail,2023-07-30,2023-07-31 19:00:00,5,43,Closed,0.0,AGT-216,1,2.0
CASE-105049,Billing,Central,High,Email,Retail,2024-03-19,2024-03-20 17:00:00,7,41,Closed,0.0,AGT-293,0,3.0
CASE-105050,Onboarding,East,Low,Portal,Retail,2023-11-23,2023-11-25 05:00:00,7,53,Closed,0.0,AGT-227,0,4.0
CASE-105051,Onboarding,South,Medium,Phone,SME,2023-08-15,2023-08-16 13:00:00,10,37,Closed,0.0,AGT-197,1,4.0
CASE-105052,Claims Processing,Central,Low,Portal,Retail,2023-02-17,,7,44,Escalated,,AGT-135,0,
CASE-105053,Claims Processing,North,Low,Email,SME,2023-01-18,2023-01-18 11:00:00,3,11,Closed,0.0,AGT-117,0,4.0
CASE-105054,Customer Support,West,Critical,Chat,SME,2024-03-14,2024-03-16 15:00:00,10,63,Closed,0.0,AGT-219,0,3.0
CASE-105055,Billing,West,Medium,Email,SME,2024-12-08,2024-12-09 22:00:00,7,46,Closed,0.0,AGT-216,1,3.0
CASE-105056,Onboarding,East,Medium,Email,SME,2023-07-06,2023-07-08 01:00:00,7,49,Closed,0.0,AGT-220,0,5.0
CASE-105057,Billing,West,Medium,Email,Retail,2023-12-11,2023-12-14 17:00:00,10,89,Closed,0.0,AGT-122,0,5.0
CASE-105058,Claims Processing,Central,Low,Chat,Retail,2023-08-12,2023-08-13 12:00:00,3,36,Closed,0.0,AGT-209,1,4.0
CASE-105059,Billing,West,Low,Email,Corporate,2024-05-02,2024-05-03 14:00:00,3,38,Closed,0.0,AGT-211,0,5.0
CASE-105060,Billing,North,High,Email,Retail,2023-08-17,2023-08-18 12:00:00,5,36,Closed,0.0,AGT-165,0,4.0
CASE-105061,Onboarding,West,High,Chat,Corporate,2024-01-25,2024-01-27 09:00:00,7,57,Closed,0.0,AGT-230,0,5.0
CASE-105062,Billing,South,Low,Portal,Retail,2024-08-11,2024-08-12 19:00:00,5,43,Closed,0.0,AGT-226,0,1.0
CASE-105063,Onboarding,West,Critical,Chat,Retail,2023-07-07,2023-07-08 20:00:00,7,44,Closed,0.0,AGT-223,0,4.0
CASE-105064,Claims Processing,South,Low,Portal,Retail,2023-09-27,2023-09-27 22:00:00,5,22,Closed,0.0,AGT-243,1,4.0
CASE-105065,Policy Update,Central,High,Portal,Corporate,2024-08-29,,7,37,In Progress,,AGT-258,0,
CASE-105066,Claims Processing,East,High,Email,SME,2023-11-06,2023-11-10 18:00:00,10,114,Closed,0.0,AGT-229,0,4.0
CASE-105067,Billing,North,Low,Email,Retail,2023-05-12,,3,15,Pending Customer,,AGT-155,0,
CASE-105068,Claims Processing,East,Medium,Email,Corporate,2024-07-04,2024-07-06 18:00:00,7,66,Closed,0.0,AGT-293,0,4.0
CASE-105069,Policy Update,West,Medium,Email,SME,2023-03-13,2023-03-15 19:00:00,7,67,Closed,0.0,AGT-228,0,3.0
CASE-105070,Billing,West,High,Email,Retail,2024-11-02,,5,9,In Progress,,AGT-288,0,
CASE-105071,Billing,North,Low,Portal,Retail,2023-07-06,2023-07-08 16:00:00,5,64,Closed,0.0,AGT-282,0,5.0
CASE-105072,Billing,West,Low,Email,Retail,2024-04-30,,3,18,Pending Customer,,AGT-264,0,
CASE-105073,Onboarding,South,Medium,Email,Retail,2023-07-10,2023-07-11 17:00:00,7,41,Closed,0.0,AGT-155,0,4.0
CASE-105074,Billing,East,Low,Email,Retail,2024-02-26,,5,35,In Progress,,AGT-142,0,
CASE-105075,Billing,West,High,Portal,Retail,2023-04-30,,5,8,In Progress,,AGT-229,0,
CASE-105076,Billing,Central,High,Email,Retail,2023-08-08,2023-08-10 02:00:00,5,50,Closed,0.0,AGT-173,0,5.0
CASE-105077,Billing,South,Medium,Email,SME,2023-02-22,,5,18,Escalated,,AGT-280,0,
CASE-105078,Billing,Central,Medium,Phone,Retail,2024-03-26,2024-03-28 17:00:00,7,65,Closed,0.0,AGT-193,0,4.0
CASE-105079,Billing,North,Low,Chat,SME,2024-02-16,2024-02-17 23:00:00,7,47,Closed,0.0,AGT-141,0,3.0
CASE-105080,Billing,Central,High,Email,Corporate,2024-10-04,2024-10-05 05:00:00,5,29,Closed,0.0,AGT-252,0,4.0
CASE-105081,Customer Support,South,Low,Email,Retail,2023-08-25,2023-08-26 19:00:00,7,43,Closed,0.0,AGT-139,0,3.0
CASE-105082,Customer Support,West,Medium,Phone,Corporate,2024-12-20,2024-12-23 13:00:00,7,85,Closed,0.0,AGT-190,0,3.0
CASE-105083,Claims Processing,Central,Medium,Chat,Retail,2024-02-10,2024-02-11 22:00:00,5,46,Closed,0.0,AGT-104,0,4.0
CASE-105084,Claims Processing,North,Low,Portal,SME,2024-08-30,2024-08-30 22:00:00,3,22,Closed,0.0,AGT-112,0,3.0
CASE-105085,Billing,West,High,Email,Corporate,2024-02-26,,10,49,Pending Customer,,AGT-217,0,
CASE-105086,Billing,Central,High,Phone,Retail,2024-12-12,2024-12-12 23:00:00,7,23,Closed,0.0,AGT-100,0,4.0
CASE-105087,Billing,South,Medium,Chat,Retail,2023-09-04,2023-09-06 23:00:00,7,71,Closed,0.0,AGT-213,0,4.0
CASE-105088,Claims Processing,South,Medium,Chat,Retail,2023-03-13,2023-03-13 19:00:00,3,19,Closed,0.0,AGT-263,0,3.0
CASE-105089,Onboarding,East,Medium,Chat,Retail,2023-07-04,2023-07-07 10:00:00,10,82,Closed,0.0,AGT-151,0,3.0
CASE-105090,Claims Processing,Central,Critical,Email,SME,2023-01-06,,5,15,Cancelled,,AGT-221,0,
CASE-105091,Billing,West,Low,Chat,Retail,2023-07-25,2023-07-30 03:00:00,10,123,Closed,0.0,AGT-180,0,5.0
CASE-105092,Policy Update,West,Low,Chat,Retail,2024-06-27,2024-06-30 11:00:00,15,83,Closed,0.0,AGT-110,0,4.0
CASE-105093,Customer Support,South,Medium,Phone,Retail,2024-09-02,,15,89,Pending Customer,,AGT-171,0,
CASE-105094,Policy Update,East,High,Phone,SME,2024-01-22,2024-01-24 11:00:00,10,59,Closed,0.0,AGT-178,0,5.0
CASE-105095,Claims Processing,South,Low,Portal,Retail,2024-11-29,2024-11-30 02:00:00,3,26,Closed,0.0,AGT-293,0,5.0
CASE-105096,Onboarding,East,Low,Portal,SME,2023-03-17,,10,34,Pending Customer,,AGT-211,1,
CASE-105097,Policy Update,South,High,Portal,Corporate,2023-06-26,2023-06-27 09:00:00,3,33,Closed,0.0,AGT-271,0,3.0
CASE-105098,Policy Update,South,Low,Chat,Retail,2023-12-15,2023-12-17 01:00:00,10,49,Closed,0.0,AGT-144,0,3.0
CASE-105099,Customer Support,West,Low,Phone,Retail,2023-09-12,2023-09-13 09:00:00,5,33,Closed,0.0,AGT-148,0,3.0
CASE-105100,Claims Processing,South,Medium,Phone,Retail,2024-12-02,,7,49,Escalated,,AGT-101,0,
CASE-105101,Onboarding,Central,Medium,Chat,Retail,2023-11-04,2023-11-05 02:00:00,3,26,Closed,0.0,AGT-274,0,5.0
CASE-105102,Claims Processing,Central,Medium,Email,Retail,2023-12-11,,7,54,In Progress,,AGT-248,0,
CASE-105103,Claims Processing,South,Low,Portal,Retail,2023-05-07,2023-05-08 00:00:00,3,24,Closed,0.0,AGT-285,0,4.0
CASE-105104,Onboarding,North,Medium,Portal,Corporate,2023-10-14,2023-10-15 23:00:00,5,47,Closed,0.0,AGT-272,0,3.0
CASE-105105,Customer Support,Central,Medium,Email,Retail,2024-12-25,2024-12-28 15:00:00,10,87,Closed,0.0,AGT-250,0,4.0
CASE-105106,Billing,East,Medium,Chat,Retail,2024-08-18,,7,53,Pending Customer,,AGT-171,0,
CASE-105107,Policy Update,East,Medium,Chat,Corporate,2024-05-01,2024-05-01 20:00:00,3,20,Closed,0.0,AGT-292,0,5.0
CASE-105108,Claims Processing,North,Medium,Chat,Retail,2024-01-18,2024-01-18 16:00:00,5,16,Closed,0.0,AGT-189,0,2.0
CASE-105109,Onboarding,East,High,Email,Retail,2024-02-10,2024-02-10 10:00:00,3,10,Closed,0.0,AGT-100,0,5.0
CASE-105110,Billing,East,Medium,Phone,Corporate,2024-01-23,2024-01-27 00:00:00,7,96,Closed,0.0,AGT-246,0,4.0
CASE-105111,Claims Processing,North,Medium,Chat,Retail,2024-06-08,2024-06-11 19:00:00,15,91,Closed,0.0,AGT-218,0,3.0
CASE-105112,Policy Update,North,Low,Portal,Retail,2024-07-10,2024-07-11 12:00:00,7,36,Closed,0.0,AGT-251,0,4.0
CASE-105113,Policy Update,East,Medium,Email,Retail,2024-09-30,,3,11,In Progress,,AGT-204,1,
CASE-105114,Claims Processing,Central,Medium,Portal,Retail,2024-09-17,2024-09-18 10:00:00,5,34,Closed,0.0,AGT-282,0,3.0
CASE-105115,Claims Processing,North,High,Email,Retail,2023-10-03,,15,88,Pending Customer,,AGT-248,0,
CASE-105116,Billing,East,Low,Portal,Retail,2024-05-14,2024-05-15 01:00:00,3,25,Closed,0.0,AGT-298,0,4.0
CASE-105117,Policy Update,West,Critical,Phone,Retail,2024-12-17,2024-12-18 20:00:00,5,44,Closed,0.0,AGT-267,0,4.0
CASE-105118,Onboarding,South,Medium,Email,SME,2023-12-03,2023-12-05 07:00:00,5,55,Closed,0.0,AGT-201,0,4.0
CASE-105119,Claims Processing,South,Medium,Phone,SME,2024-04-25,,7,18,In Progress,,AGT-104,0,
CASE-105120,Onboarding,East,High,Email,Retail,2023-09-30,2023-10-04 13:00:00,10,109,Closed,0.0,AGT-221,0,3.0
CASE-105121,Billing,South,Low,Chat,Retail,2023-02-27,,5,22,In Progress,,AGT-101,0,
CASE-105122,Claims Processing,West,High,Email,SME,2023-11-24,2023-11-25 17:00:00,7,41,Closed,0.0,AGT-234,0,4.0
CASE-105123,Customer Support,North,Low,Portal,Retail,2023-04-19,2023-04-20 15:00:00,5,39,Closed,0.0,AGT-197,0,4.0
CASE-105124,Customer Support,West,Low,Portal,Corporate,2023-10-06,2023-10-06 23:00:00,5,23,Closed,0.0,AGT-209,0,4.0
CASE-105125,Onboarding,Central,Medium,Email,Retail,2024-11-16,2024-11-17 11:00:00,5,35,Closed,0.0,AGT-253,0,3.0
CASE-105126,Claims Processing,North,Critical,Chat,Retail,2023-11-24,2023-11-25 04:00:00,5,28,Closed,0.0,AGT-228,0,3.0
CASE-105127,Onboarding,North,Low,Email,Corporate,2023-11-11,2023-11-11 18:00:00,3,18,Closed,0.0,AGT-158,0,3.0
CASE-105128,Policy Update,Central,Low,Phone,SME,2024-04-18,2024-04-21 13:00:00,10,85,Closed,0.0,AGT-260,0,2.0
CASE-105129,Billing,North,Low,Phone,Retail,2023-04-21,2023-04-21 20:00:00,3,20,Closed,0.0,AGT-221,0,4.0
CASE-105130,Claims Processing,South,Low,Email,Retail,2024-11-29,,3,5,Pending Customer,,AGT-124,0,
CASE-105131,Customer Support,South,Medium,Phone,Retail,2023-08-17,2023-08-18 17:00:00,5,41,Closed,0.0,AGT-226,0,5.0
CASE-105132,Onboarding,South,Low,Chat,Retail,2024-05-11,2024-05-12 08:00:00,3,32,Closed,0.0,AGT-198,0,4.0
CASE-105133,Customer Support,South,Critical,Chat,SME,2023-06-05,2023-06-06 14:00:00,5,38,Closed,0.0,AGT-230,0,5.0
CASE-105134,Onboarding,South,Low,Portal,SME,2024-04-17,2024-04-18 16:00:00,5,40,Closed,0.0,AGT-134,0,4.0
CASE-105135,Customer Support,South,Medium,Phone,Retail,2024-12-01,2024-12-03 16:00:00,7,64,Closed,0.0,AGT-118,0,3.0
CASE-105136,Billing,North,High,Portal,Retail,2023-09-29,2023-10-04 21:00:00,15,141,Closed,0.0,AGT-267,0,3.0
CASE-105137,Claims Processing,East,Medium,Phone,Retail,2023-01-02,2023-01-04 03:00:00,7,51,Closed,0.0,AGT-279,0,3.0
CASE-105138,Policy Update,Central,Low,Chat,Retail,2024-12-22,2024-12-22 16:00:00,3,16,Closed,0.0,AGT-297,0,2.0
CASE-105139,Billing,North,Low,Email,Retail,2024-05-25,2024-05-28 10:00:00,10,82,Closed,0.0,AGT-283,0,1.0
CASE-105140,Policy Update,Central,Low,Chat,Retail,2023-10-13,,5,38,In Progress,,AGT-104,0,
CASE-105141,Onboarding,South,High,Portal,Corporate,2023-01-13,2023-01-14 16:00:00,5,40,Closed,0.0,AGT-194,0,5.0
CASE-105142,Billing,South,High,Chat,Retail,2024-08-30,2024-08-31 01:00:00,5,25,Closed,0.0,AGT-282,0,3.0
CASE-105143,Policy Update,West,High,Phone,Corporate,2024-05-12,,5,32,In Progress,,AGT-177,1,
CASE-105144,Policy Update,North,Low,Chat,Retail,2023-08-26,2023-08-31 05:00:00,10,125,Closed,0.0,AGT-264,0,5.0
CASE-105145,Customer Support,North,Critical,Chat,SME,2023-04-04,,5,20,In Progress,,AGT-166,0,
CASE-105146,Onboarding,West,Medium,Email,Retail,2023-12-04,2023-12-05 05:00:00,5,29,Closed,0.0,AGT-178,0,4.0
CASE-105147,Onboarding,South,Medium,Email,Retail,2023-06-20,2023-06-21 00:00:00,3,24,Closed,0.0,AGT-244,0,1.0
CASE-105148,Customer Support,Central,High,Chat,SME,2024-08-28,,7,48,Pending Customer,,AGT-170,0,
CASE-105149,Onboarding,South,High,Phone,Retail,2024-10-22,2024-10-24 15:00:00,7,63,Closed,0.0,AGT-272,0,5.0
CASE-105150,Billing,South,Medium,Portal,Corporate,2024-09-15,,5,29,In Progress,,AGT-291,0,
CASE-105151,Onboarding,West,High,Phone,SME,2024-07-20,2024-07-22 06:00:00,7,54,Closed,0.0,AGT-171,0,4.0
CASE-105152,Customer Support,Central,Critical,Phone,Retail,2024-04-11,2024-04-13 13:00:00,7,61,Closed,0.0,AGT-211,0,5.0
CASE-105153,Claims Processing,South,Low,Email,Retail,2024-09-19,2024-09-20 11:00:00,5,35,Closed,0.0,AGT-227,0,5.0
CASE-105154,Claims Processing,South,Low,Portal,SME,2023-05-23,,7,43,In Progress,,AGT-143,0,
CASE-105155,Customer Support,West,Medium,Portal,SME,2023-07-20,2023-07-21 21:00:00,5,45,Closed,0.0,AGT-164,0,3.0
CASE-105156,Billing,East,Medium,Chat,SME,2023-06-29,2023-06-30 02:00:00,3,26,Closed,0.0,AGT-161,0,5.0
CASE-105157,Policy Update,South,High,Email,Corporate,2024-12-14,2024-12-15 18:00:00,7,42,Closed,0.0,AGT-246,0,4.0
CASE-105158,Policy Update,West,Medium,Phone,Retail,2023-12-30,2023-12-31 12:00:00,5,36,Closed,0.0,AGT-154,0,4.0
CASE-105159,Customer Support,North,Low,Portal,Retail,2024-04-23,,5,24,Escalated,,AGT-150,1,
CASE-105160,Claims Processing,Central,Medium,Phone,Corporate,2024-07-18,2024-07-21 09:00:00,10,81,Closed,0.0,AGT-278,0,2.0
CASE-105161,Billing,West,High,Email,Retail,2024-04-15,2024-04-16 05:00:00,3,29,Closed,0.0,AGT-172,0,5.0
